Year,Cause of Death,State,State FIPS Code,HHS Region,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths,Percent Potentially Excess Deaths
2005,Cancer,Colorado,CO,8,0-74,2005 Fixed,Metropolitan,2995,3801742,2912,140,4.7
2005,Cancer,Colorado,CO,8,0-74,2005 Fixed,Nonmetropolitan,569,616339,581,17,3
2005,Cancer,Colorado,CO,8,0-74,2010 Fixed,All,3564,4418081,3208,358,10
2005,Cancer,Colorado,CO,8,0-74,2010 Fixed,Metropolitan,2995,3801742,2675,326,10.9
2005,Cancer,Colorado,CO,8,0-74,2010 Fixed,Nonmetropolitan,569,616339,532,40,7
2005,Cancer,Colorado,CO,8,0-74,Floating,All,3564,4418081,3493,149,4.2
2005,Cancer,Colorado,CO,8,0-74,Floating,Metropolitan,2995,3801742,2912,140,4.7
2005,Cancer,Colorado,CO,8,0-74,Floating,Nonmetropolitan,569,616339,581,17,3
2005,Cancer,Colorado,CO,8,0-79,2005 Fixed,All,4550,4508320,4408,211,4.6
2005,Cancer,Colorado,CO,8,0-79,2005 Fixed,Metropolitan,3810,3876394,3667,191,5
2005,Cancer,Colorado,CO,8,0-79,2005 Fixed,Nonmetropolitan,740,631926,741,35,4.7
2005,Cancer,Colorado,CO,8,0-79,2010 Fixed,All,4550,4508320,4003,550,12.1
2005,Cancer,Colorado,CO,8,0-79,2010 Fixed,Metropolitan,3810,3876394,3332,486,12.8
2005,Cancer,Colorado,CO,8,0-79,2010 Fixed,Nonmetropolitan,740,631926,671,74,10
2005,Cancer,Colorado,CO,8,0-79,Floating,All,4550,4508320,4408,211,4.6
2005,Cancer,Colorado,CO,8,0-79,Floating,Metropolitan,3810,3876394,3667,191,5
2005,Cancer,Colorado,CO,8,0-79,Floating,Nonmetropolitan,740,631926,741,35,4.7
2005,Cancer,Colorado,CO,8,0-84,2005 Fixed,All,5440,4575586,5154,364,6.7
2005,Cancer,Colorado,CO,8,0-84,2005 Fixed,Metropolitan,4556,3932392,4289,324,7.1
2005,Cancer,Colorado,CO,8,0-84,2005 Fixed,Nonmetropolitan,884,643194,864,49,5.5
2005,Cancer,Colorado,CO,8,0-84,2010 Fixed,All,5440,4575586,4823,618,11.4
2005,Cancer,Colorado,CO,8,0-84,2010 Fixed,Metropolitan,4556,3932392,4015,547,12
2005,Cancer,Colorado,CO,8,0-84,2010 Fixed,Nonmetropolitan,884,643194,808,80,9
2005,Cancer,Colorado,CO,8,0-84,Floating,All,5440,4575586,5154,364,6.7
2005,Cancer,Colorado,CO,8,0-84,Floating,Metropolitan,4556,3932392,4289,324,7.1
2005,Cancer,Colorado,CO,8,0-84,Floating,Nonmetropolitan,884,643194,864,49,5.5
2005,Cancer,Connecticut,CT,1,0-49,2005 Fixed,All,391,2398832,372,23,5.9
2005,Cancer,Connecticut,CT,1,0-49,2005 Fixed,Metropolitan,373,2276371,351,25,6.7
2005,Cancer,Connecticut,CT,1,0-49,2005 Fixed,Nonmetropolitan,18,122461,21,5,27.8
2005,Cancer,Connecticut,CT,1,0-49,2010 Fixed,All,391,2398832,347,47,12
2005,Cancer,Connecticut,CT,1,0-49,2010 Fixed,Metropolitan,373,2276371,327,48,12.9
2005,Cancer,Connecticut,CT,1,0-49,2010 Fixed,Nonmetropolitan,18,122461,20,5,27.8
2005,Cancer,Connecticut,CT,1,0-49,Floating,All,391,2398832,372,23,5.9
2005,Cancer,Connecticut,CT,1,0-49,Floating,Metropolitan,373,2276371,351,25,6.7
2005,Cancer,Connecticut,CT,1,0-49,Floating,Nonmetropolitan,18,122461,21,5,27.8
2005,Cancer,Connecticut,CT,1,0-54,2005 Fixed,All,723,2648322,638,87,12
2005,Cancer,Connecticut,CT,1,0-54,2005 Fixed,Metropolitan,689,2510445,601,91,13.2
2005,Cancer,Connecticut,CT,1,0-54,2005 Fixed,Nonmetropolitan,34,137877,37,3,8.8
2005,Cancer,Connecticut,CT,1,0-54,2010 Fixed,All,723,2648322,622,101,14
2005,Cancer,Connecticut,CT,1,0-54,2010 Fixed,Metropolitan,689,2510445,585,104,15.1
2005,Cancer,Connecticut,CT,1,0-54,2010 Fixed,Nonmetropolitan,34,137877,37,4,11.8
2005,Cancer,Connecticut,CT,1,0-54,Floating,All,723,2648322,638,87,12
2005,Cancer,Connecticut,CT,1,0-54,Floating,Metropolitan,689,2510445,601,91,13.2
2005,Cancer,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,34,137877,37,3,8.8
2005,Cancer,Connecticut,CT,1,0-59,2005 Fixed,All,1189,2867993,1060,133,11.2
2005,Cancer,Connecticut,CT,1,0-59,2005 Fixed,Metropolitan,1131,2716417,996,138,12.2
2005,Cancer,Connecticut,CT,1,0-59,2005 Fixed,Nonmetropolitan,58,151576,64,5,8.6
2005,Cancer,Connecticut,CT,1,0-59,2010 Fixed,All,1189,2867993,1007,185,15.6
2005,Cancer,Connecticut,CT,1,0-59,2010 Fixed,Metropolitan,1131,2716417,947,187,16.5
2005,Cancer,Connecticut,CT,1,0-59,2010 Fixed,Nonmetropolitan,58,151576,60,5,8.6
2005,Cancer,Connecticut,CT,1,0-59,Floating,All,1189,2867993,1060,133,11.2
2005,Cancer,Connecticut,CT,1,0-59,Floating,Metropolitan,1131,2716417,996,138,12.2
2005,Cancer,Connecticut,CT,1,0-59,Floating,Nonmetropolitan,58,151576,64,5,8.6
2005,Cancer,Connecticut,CT,1,0-64,2005 Fixed,All,1847,3031537,1613,236,12.8
2005,Cancer,Connecticut,CT,1,0-64,2005 Fixed,Metropolitan,1757,2869802,1515,245,13.9
2005,Cancer,Connecticut,CT,1,0-64,2005 Fixed,Nonmetropolitan,90,161735,98,3,3.3
2005,Cancer,Connecticut,CT,1,0-64,2010 Fixed,All,1847,3031537,1509,338,18.3
2005,Cancer,Connecticut,CT,1,0-64,2010 Fixed,Metropolitan,1757,2869802,1417,340,19.4
2005,Cancer,Connecticut,CT,1,0-64,2010 Fixed,Nonmetropolitan,90,161735,92,5,5.6
2005,Cancer,Connecticut,CT,1,0-64,Floating,All,1847,3031537,1613,236,12.8
2005,Cancer,Connecticut,CT,1,0-64,Floating,Metropolitan,1757,2869802,1515,245,13.9
2005,Cancer,New Jersey,NJ,2,0-64,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Connecticut,CT,1,0-64,Floating,Nonmetropolitan,90,161735,98,3,3.3
2005,Cancer,Connecticut,CT,1,0-69,2005 Fixed,All,2511,3151040,2217,298,11.9
2005,Cancer,Connecticut,CT,1,0-69,2005 Fixed,Metropolitan,2373,2982166,2082,294,12.4
2005,Cancer,Connecticut,CT,1,0-69,2005 Fixed,Nonmetropolitan,138,168874,134,14,10.1
2005,Cancer,Connecticut,CT,1,0-69,2010 Fixed,All,2511,3151040,2006,509,20.3
2005,Cancer,Connecticut,CT,1,0-69,2010 Fixed,Metropolitan,2373,2982166,1884,491,20.7
2005,Cancer,Connecticut,CT,1,0-69,2010 Fixed,Nonmetropolitan,138,168874,122,24,17.4
2005,Cancer,Connecticut,CT,1,0-69,Floating,All,2511,3151040,2217,298,11.9
2005,Cancer,Connecticut,CT,1,0-69,Floating,Metropolitan,2373,2982166,2082,294,12.4
2005,Cancer,Connecticut,CT,1,0-69,Floating,Nonmetropolitan,138,168874,134,14,10.1
2005,Cancer,Connecticut,CT,1,0-74,2005 Fixed,All,3415,3255239,2936,481,14.1
2005,Cancer,Connecticut,CT,1,0-74,2005 Fixed,Metropolitan,3223,3080402,2761,465,14.4
2005,Cancer,Connecticut,CT,1,0-74,2005 Fixed,Nonmetropolitan,192,174837,176,28,14.6
2005,Cancer,Connecticut,CT,1,0-74,2010 Fixed,All,3415,3255239,2691,724,21.2
2005,Cancer,Connecticut,CT,1,0-74,2010 Fixed,Metropolitan,3223,3080402,2530,693,21.5
2005,Cancer,Connecticut,CT,1,0-74,2010 Fixed,Nonmetropolitan,192,174837,161,38,19.8
2005,Cancer,Connecticut,CT,1,0-74,Floating,All,3415,3255239,2936,481,14.1
2005,Cancer,Connecticut,CT,1,0-74,Floating,Metropolitan,3223,3080402,2761,465,14.4
2005,Cancer,Connecticut,CT,1,0-74,Floating,Nonmetropolitan,192,174837,176,28,14.6
2005,Cancer,Connecticut,CT,1,0-79,2005 Fixed,All,4525,3352531,3914,615,13.6
2005,Cancer,Connecticut,CT,1,0-79,2005 Fixed,Metropolitan,4262,3172285,3684,581,13.6
2005,Cancer,Connecticut,CT,1,0-79,2005 Fixed,Nonmetropolitan,263,180246,230,44,16.7
2005,Cancer,Connecticut,CT,1,0-79,2010 Fixed,All,4525,3352531,3549,979,21.6
2005,Cancer,Connecticut,CT,1,0-79,2010 Fixed,Metropolitan,4262,3172285,3340,924,21.7
2005,Cancer,Connecticut,CT,1,0-79,2010 Fixed,Nonmetropolitan,263,180246,209,62,23.6
2005,Cancer,Connecticut,CT,1,0-79,Floating,All,4525,3352531,3914,615,13.6
2005,Cancer,Connecticut,CT,1,0-79,Floating,Metropolitan,4262,3172285,3684,581,13.6
2005,Cancer,Connecticut,CT,1,0-79,Floating,Nonmetropolitan,263,180246,230,44,16.7
2005,Cancer,Connecticut,CT,1,0-84,2005 Fixed,All,5646,3432262,4803,846,15
2005,Cancer,Connecticut,CT,1,0-84,2005 Fixed,Metropolitan,5331,3247568,4523,811,15.2
2005,Cancer,Connecticut,CT,1,0-84,2005 Fixed,Nonmetropolitan,315,184694,280,47,14.9
2005,Cancer,Connecticut,CT,1,0-84,2010 Fixed,All,5646,3432262,4506,1140,20.2
2005,Cancer,Connecticut,CT,1,0-84,2010 Fixed,Metropolitan,5331,3247568,4244,1087,20.4
2005,Cancer,Connecticut,CT,1,0-84,2010 Fixed,Nonmetropolitan,315,184694,262,60,19
2005,Cancer,Connecticut,CT,1,0-84,Floating,All,5646,3432262,4803,846,15
2005,Cancer,Connecticut,CT,1,0-84,Floating,Metropolitan,5331,3247568,4523,811,15.2
2005,Cancer,Connecticut,CT,1,0-84,Floating,Nonmetropolitan,315,184694,280,47,14.9
2005,Cancer,Delaware,DE,3,0-49,2005 Fixed,All,106,583236,85,24,22.6
2005,Cancer,Delaware,DE,3,0-49,2005 Fixed,Metropolitan,106,583236,85,24,22.6
2005,Cancer,Delaware,DE,3,0-49,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-49,2010 Fixed,All,106,583236,80,28,26.4
2005,Cancer,Delaware,DE,3,0-49,2010 Fixed,Metropolitan,106,583236,80,28,26.4
2005,Cancer,Delaware,DE,3,0-49,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-49,Floating,All,106,583236,85,24,22.6
2005,Cancer,Delaware,DE,3,0-49,Floating,Metropolitan,106,583236,85,24,22.6
2005,Cancer,Delaware,DE,3,0-49,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-54,2005 Fixed,All,201,639944,146,57,28.4
2005,Cancer,Delaware,DE,3,0-54,2005 Fixed,Metropolitan,201,639944,146,57,28.4
2005,Cancer,Delaware,DE,3,0-54,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-54,2010 Fixed,All,201,639944,142,60,29.9
2005,Cancer,Delaware,DE,3,0-54,2010 Fixed,Metropolitan,201,639944,142,60,29.9
2005,Cancer,Delaware,DE,3,0-54,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-54,Floating,All,201,639944,146,57,28.4
2005,Cancer,Delaware,DE,3,0-54,Floating,Metropolitan,201,639944,146,57,28.4
2005,Cancer,Delaware,DE,3,0-54,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-59,2005 Fixed,All,353,691638,244,112,31.7
2005,Cancer,Delaware,DE,3,0-59,2005 Fixed,Metropolitan,353,691638,244,112,31.7
2005,Cancer,Delaware,DE,3,0-59,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-59,2010 Fixed,All,353,691638,232,122,34.6
2005,Cancer,Delaware,DE,3,0-59,2010 Fixed,Metropolitan,353,691638,232,122,34.6
2005,Cancer,Delaware,DE,3,0-59,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-59,Floating,All,353,691638,244,112,31.7
2005,Cancer,Delaware,DE,3,0-59,Floating,Metropolitan,353,691638,244,112,31.7
2005,Cancer,Delaware,DE,3,0-59,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-64,2005 Fixed,All,535,733071,383,154,28.8
2005,Cancer,Delaware,DE,3,0-64,2005 Fixed,Metropolitan,535,733071,383,154,28.8
2005,Cancer,Delaware,DE,3,0-64,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-64,2010 Fixed,All,535,733071,358,178,33.3
2005,Cancer,Delaware,DE,3,0-64,2010 Fixed,Metropolitan,535,733071,358,178,33.3
2005,Cancer,Delaware,DE,3,0-64,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-64,Floating,All,535,733071,383,154,28.8
2005,Cancer,Delaware,DE,3,0-64,Floating,Metropolitan,535,733071,383,154,28.8
2005,Cancer,Delaware,DE,3,0-64,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-69,2005 Fixed,All,753,765702,547,209,27.8
2005,Cancer,Delaware,DE,3,0-69,2005 Fixed,Metropolitan,753,765702,547,209,27.8
2005,Cancer,Delaware,DE,3,0-69,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-69,2010 Fixed,All,753,765702,493,261,34.7
2005,Cancer,Delaware,DE,3,0-69,2010 Fixed,Metropolitan,753,765702,493,261,34.7
2005,Cancer,Delaware,DE,3,0-69,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-69,Floating,All,753,765702,547,209,27.8
2005,Cancer,Delaware,DE,3,0-69,Floating,Metropolitan,753,765702,547,209,27.8
2005,Cancer,Delaware,DE,3,0-69,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-74,2005 Fixed,All,1001,793746,742,261,26.1
2005,Cancer,Delaware,DE,3,0-74,2005 Fixed,Metropolitan,1001,793746,742,261,26.1
2005,Cancer,Delaware,DE,3,0-74,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-74,2010 Fixed,All,1001,793746,678,324,32.4
2005,Cancer,Delaware,DE,3,0-74,2010 Fixed,Metropolitan,1001,793746,678,324,32.4
2005,Cancer,Delaware,DE,3,0-74,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-74,Floating,All,1001,793746,742,261,26.1
2005,Cancer,Delaware,DE,3,0-74,Floating,Metropolitan,1001,793746,742,261,26.1
2005,Cancer,Delaware,DE,3,0-74,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-79,2005 Fixed,All,1305,816181,972,336,25.7
2005,Cancer,Delaware,DE,3,0-79,2005 Fixed,Metropolitan,1305,816181,972,336,25.7
2005,Cancer,Delaware,DE,3,0-79,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-79,2010 Fixed,All,1305,816181,880,426,32.6
2005,Cancer,Delaware,DE,3,0-79,2010 Fixed,Metropolitan,1305,816181,880,426,32.6
2005,Cancer,Delaware,DE,3,0-79,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-79,Floating,All,1305,816181,972,336,25.7
2005,Cancer,Delaware,DE,3,0-79,Floating,Metropolitan,1305,816181,972,336,25.7
2005,Cancer,Delaware,DE,3,0-79,Floating,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-84,2005 Fixed,All,1556,832296,1148,409,26.3
2005,Cancer,Delaware,DE,3,0-84,2005 Fixed,Metropolitan,1556,832296,1148,409,26.3
2005,Cancer,Delaware,DE,3,0-84,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-84,2010 Fixed,All,1556,832296,1074,483,31
2005,Cancer,Delaware,DE,3,0-84,2010 Fixed,Metropolitan,1556,832296,1074,483,31
2005,Cancer,Delaware,DE,3,0-84,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,Delaware,DE,3,0-84,Floating,All,1556,832296,1148,409,26.3
2005,Cancer,Delaware,DE,3,0-84,Floating,Metropolitan,1556,832296,1148,409,26.3
2005,Cancer,"District of
Columbia",DC,3,0-49,2005 Fixed,All,93,405409,56,39,41.9
2005,Cancer,"District of
Columbia",DC,3,0-49,2005 Fixed,Metropolitan,93,405409,56,39,41.9
2005,Cancer,"District of
Columbia",DC,3,0-49,2005 Fixed,Nonmetropolitan,,,,,
2005,Cancer,"District of
Columbia",DC,3,0-49,2010 Fixed,All,93,405409,52,42,45.2
2005,Cancer,"District of
Columbia",DC,3,0-49,2010 Fixed,Metropolitan,93,405409,52,42,45.2
2005,Cancer,"District of
Columbia",DC,3,0-49,2010 Fixed,Nonmetropolitan,,,,,
2005,Cancer,"District of
Columbia",DC,3,0-49,Floating,All,93,405409,56,39,41.9
2005,Cancer,"District of
Columbia",DC,3,0-49,Floating,Metropolitan,93,405409,56,39,41.9
